"psgc_10","barangay_id","barangay_std","municipality_std","province_std"
"0701244017","01244017","san vicente","Trinidad","Bohol"
"0701244018","01244018","santo tomas","Trinidad","Bohol"
"0701244019","01244019","soom","Trinidad","Bohol"
"0701244020","01244020","tagum norte","Trinidad","Bohol"
"0701244021","01244021","tagum sur","Trinidad","Bohol"
"0701245001","01245001","bagongbanwa","Tubigon","Bohol"
"0701245002","01245002","bunacan","Tubigon","Bohol"
"0701245003","01245003","banlasan","Tubigon","Bohol"
"0701245004","01245004","batasan","Tubigon","Bohol"
"0701245005","01245005","bilangbilangan","Tubigon","Bohol"
"0701245006","01245006","bosongon","Tubigon","Bohol"
"0701245007","01245007","buenos aires","Tubigon","Bohol"
"0701245008","01245008","cabulihan","Tubigon","Bohol"
"0701245009","01245009","cahayag","Tubigon","Bohol"
"0701245010","01245010","cawayanan","Tubigon","Bohol"
"0701245011","01245011","centro","Tubigon","Bohol"
"0701245012","01245012","genonocan","Tubigon","Bohol"
"0701245013","01245013","guiwanon","Tubigon","Bohol"
"0701245014","01245014","ilihan norte","Tubigon","Bohol"
"0701245015","01245015","ilihan sur","Tubigon","Bohol"
"0701245016","01245016","libertad","Tubigon","Bohol"
"0701245017","01245017","macaas","Tubigon","Bohol"
"0701245018","01245018","mocaboc island","Tubigon","Bohol"
"0701245019","01245019","matabao","Tubigon","Bohol"
"0701245020","01245020","panadtaran","Tubigon","Bohol"
"0701245021","01245021","panaytayon","Tubigon","Bohol"
"0701245022","01245022","pandan","Tubigon","Bohol"
"0701245023","01245023","pangapasan","Tubigon","Bohol"
"0701245024","01245024","pinayagan norte","Tubigon","Bohol"
"0701245025","01245025","pinayagan sur","Tubigon","Bohol"
"0701245026","01245026","pooc occidental","Tubigon","Bohol"
"0701245027","01245027","pooc oriental","Tubigon","Bohol"
"0701245028","01245028","potohan","Tubigon","Bohol"
"0701245029","01245029","talenceras","Tubigon","Bohol"
"0701245030","01245030","tan awan","Tubigon","Bohol"
"0701245031","01245031","tinangnan","Tubigon","Bohol"
"0701245032","01245032","ubay island","Tubigon","Bohol"
"0701245033","01245033","ubojan","Tubigon","Bohol"
"0701245034","01245034","villanueva","Tubigon","Bohol"
"0701246001","01246001","achila","Ubay","Bohol"
"0701246002","01246002","bay ang","Ubay","Bohol"
"0701246004","01246004","biabas","Ubay","Bohol"
"0701246005","01246005","benliw","Ubay","Bohol"
"0701246007","01246007","bongbong","Ubay","Bohol"
"0701246008","01246008","bood","Ubay","Bohol"
"0701246009","01246009","buenavista","Ubay","Bohol"
"0701246011","01246011","cagting","Ubay","Bohol"
"0701246012","01246012","camali an","Ubay","Bohol"
"0701246013","01246013","camambugan","Ubay","Bohol"
"0701246015","01246015","casate","Ubay","Bohol"
"0701246016","01246016","katarungan","Ubay","Bohol"
"0701246017","01246017","cuya","Ubay","Bohol"
"0701246018","01246018","fatima","Ubay","Bohol"
"0701246019","01246019","gabi","Ubay","Bohol"
"0701246020","01246020","governor boyles","Ubay","Bohol"
"0701246021","01246021","guintabo an","Ubay","Bohol"
"0701246022","01246022","hambabauran","Ubay","Bohol"
"0701246023","01246023","humayhumay","Ubay","Bohol"
"0701246024","01246024","ilihan","Ubay","Bohol"
"0701246025","01246025","imelda","Ubay","Bohol"
"0701246026","01246026","juagdan","Ubay","Bohol"
"0701246027","01246027","calanggaman","Ubay","Bohol"
"0701246030","01246030","los angeles","Ubay","Bohol"
"0701246031","01246031","lomangog","Ubay","Bohol"
"0701246032","01246032","pag asa","Ubay","Bohol"
"0701246033","01246033","pangpang","Ubay","Bohol"
"0701246034","01246034","poblacion","Ubay","Bohol"
"0701246037","01246037","san francisco","Ubay","Bohol"
"0701246038","01246038","san isidro","Ubay","Bohol"
"0701246040","01246040","san pascual","Ubay","Bohol"
"0701246041","01246041","san vicente","Ubay","Bohol"
"0701246043","01246043","sentinila","Ubay","Bohol"
"0701246044","01246044","sinandigan","Ubay","Bohol"
"0701246045","01246045","tapal","Ubay","Bohol"
"0701246046","01246046","tapon","Ubay","Bohol"
"0701246047","01246047","tintinan","Ubay","Bohol"
"0701246048","01246048","tipolo","Ubay","Bohol"
"0701246049","01246049","tubog","Ubay","Bohol"
"0701246050","01246050","tuboran","Ubay","Bohol"
"0701246052","01246052","union","Ubay","Bohol"
"0701246054","01246054","villa teresita","Ubay","Bohol"
"0701246055","01246055","bulilis","Ubay","Bohol"
"0701246056","01246056","california","Ubay","Bohol"
"0701247001","01247001","adlawan","Valencia","Bohol"
"0701247002","01247002","anas","Valencia","Bohol"
"0701247003","01247003","anonang","Valencia","Bohol"
"0701247004","01247004","anoyon","Valencia","Bohol"
"0701247005","01247005","balingasao","Valencia","Bohol"
"0701247006","01247006","botong","Valencia","Bohol"
"0701247007","01247007","buyog","Valencia","Bohol"
"0701247008","01247008","canduao occidental","Valencia","Bohol"
"0701247009","01247009","canduao oriental","Valencia","Bohol"
"0701247010","01247010","canlusong","Valencia","Bohol"
"0701247011","01247011","canmanico","Valencia","Bohol"
"0701247012","01247012","cansibao","Valencia","Bohol"
"0701247013","01247013","catug a","Valencia","Bohol"
"0701247014","01247014","cutcutan","Valencia","Bohol"
"0701247015","01247015","danao","Valencia","Bohol"
"0701247016","01247016","genoveva","Valencia","Bohol"
"0701247017","01247017","ginopolan","Valencia","Bohol"
"0701247018","01247018","la victoria","Valencia","Bohol"
"0701247019","01247019","lantang","Valencia","Bohol"
"0701247020","01247020","limocon","Valencia","Bohol"
"0701247021","01247021","loctob","Valencia","Bohol"
"0701247022","01247022","magsaysay","Valencia","Bohol"
"0701247023","01247023","marawis","Valencia","Bohol"
"0701247024","01247024","maubo","Valencia","Bohol"
"0701247025","01247025","nailo","Valencia","Bohol"
"0701247026","01247026","omjon","Valencia","Bohol"
"0701247027","01247027","pangi an","Valencia","Bohol"
"0701247028","01247028","poblacion occidental","Valencia","Bohol"
"0701247029","01247029","poblacion oriental","Valencia","Bohol"
"0701247030","01247030","simang","Valencia","Bohol"
"0701247031","01247031","taug","Valencia","Bohol"
"0701247032","01247032","tausion","Valencia","Bohol"
"0701247033","01247033","taytay","Valencia","Bohol"
"0701247034","01247034","ticum","Valencia","Bohol"
"0701247035","01247035","banderahan","Valencia","Bohol"
"0701248001","01248001","bilangbilangan dako","Bien Unido","Bohol"
"0701248002","01248002","bilangbilangan diot","Bien Unido","Bohol"
"0701248003","01248003","hingotanan east","Bien Unido","Bohol"
"0701248004","01248004","hingotanan west","Bien Unido","Bohol"
"0701248005","01248005","liberty","Bien Unido","Bohol"
"0701248006","01248006","malingin","Bien Unido","Bohol"
"0701248007","01248007","mandawa","Bien Unido","Bohol"
"0701248008","01248008","maomawan","Bien Unido","Bohol"
"0701248009","01248009","nueva esperanza","Bien Unido","Bohol"
"0701248010","01248010","nueva estrella","Bien Unido","Bohol"
"0701248011","01248011","pinamgo","Bien Unido","Bohol"
"0701248012","01248012","poblacion","Bien Unido","Bohol"
"0701248013","01248013","puerto san pedro","Bien Unido","Bohol"
"0701248014","01248014","sagasa","Bien Unido","Bohol"
"0701248015","01248015","tuboran","Bien Unido","Bohol"
"0702201001","02201001","cabadiangan","Alcantara","Cebu"
"0702201002","02201002","cabil isan","Alcantara","Cebu"
"0702201003","02201003","candabong","Alcantara","Cebu"
"0702201004","02201004","lawaan","Alcantara","Cebu"
"0702201005","02201005","manga","Alcantara","Cebu"
"0702201006","02201006","palanas","Alcantara","Cebu"
"0702201007","02201007","poblacion","Alcantara","Cebu"
"0702201008","02201008","polo","Alcantara","Cebu"
"0702201009","02201009","salagmaya","Alcantara","Cebu"
"0702202001","02202001","atabay","Alcoy","Cebu"
"0702202002","02202002","daan lungsod","Alcoy","Cebu"
"0702202003","02202003","guiwang","Alcoy","Cebu"
"0702202004","02202004","nug as","Alcoy","Cebu"
"0702202005","02202005","pasol","Alcoy","Cebu"
"0702202006","02202006","poblacion","Alcoy","Cebu"
"0702202007","02202007","pugalo","Alcoy","Cebu"
"0702202008","02202008","san agustin","Alcoy","Cebu"
"0702203001","02203001","compostela","Alegria","Cebu"
"0702203002","02203002","guadalupe","Alegria","Cebu"
"0702203003","02203003","legaspi","Alegria","Cebu"
"0702203004","02203004","lepanto","Alegria","Cebu"
"0702203005","02203005","madridejos","Alegria","Cebu"
"0702203006","02203006","montpeller","Alegria","Cebu"
"0702203007","02203007","poblacion","Alegria","Cebu"
"0702203008","02203008","santa filomena","Alegria","Cebu"
"0702203009","02203009","valencia","Alegria","Cebu"
"0702204001","02204001","angilan","Aloguinsan","Cebu"
"0702204002","02204002","bojo","Aloguinsan","Cebu"
"0702204003","02204003","bonbon","Aloguinsan","Cebu"
"0702204004","02204004","esperanza","Aloguinsan","Cebu"
"0702204005","02204005","kandingan","Aloguinsan","Cebu"
"0702204006","02204006","kantabogon","Aloguinsan","Cebu"
"0702204007","02204007","kawasan","Aloguinsan","Cebu"
"0702204008","02204008","olango","Aloguinsan","Cebu"
"0702204009","02204009","poblacion","Aloguinsan","Cebu"
"0702204010","02204010","punay","Aloguinsan","Cebu"
"0702204011","02204011","rosario","Aloguinsan","Cebu"
"0702204012","02204012","saksak","Aloguinsan","Cebu"
"0702204013","02204013","tampa an","Aloguinsan","Cebu"
"0702204014","02204014","toyokon","Aloguinsan","Cebu"
"0702204015","02204015","zaragosa","Aloguinsan","Cebu"
"0702205001","02205001","alambijud","Argao","Cebu"
"0702205002","02205002","anajao","Argao","Cebu"
"0702205003","02205003","apo","Argao","Cebu"
"0702205004","02205004","balaas","Argao","Cebu"
"0702205005","02205005","balisong","Argao","Cebu"
"0702205006","02205006","binlod","Argao","Cebu"
"0702205007","02205007","bogo","Argao","Cebu"
"0702205008","02205008","butong","Argao","Cebu"
"0702205009","02205009","bug ot","Argao","Cebu"
"0702205010","02205010","bulasa","Argao","Cebu"
"0702205012","02205012","calagasan","Argao","Cebu"
"0702205013","02205013","canbantug","Argao","Cebu"
"0702205014","02205014","canbanua","Argao","Cebu"
"0702205015","02205015","cansuje","Argao","Cebu"
"0702205016","02205016","capio an","Argao","Cebu"
"0702205017","02205017","casay","Argao","Cebu"
"0702205018","02205018","catang","Argao","Cebu"
"0702205019","02205019","colawin","Argao","Cebu"
"0702205020","02205020","conalum","Argao","Cebu"
"0702205021","02205021","guiwanon","Argao","Cebu"
"0702205022","02205022","gutlang","Argao","Cebu"
"0702205023","02205023","jampang","Argao","Cebu"
"0702205024","02205024","jomgao","Argao","Cebu"
"0702205025","02205025","lamacan","Argao","Cebu"
"0702205026","02205026","langtad","Argao","Cebu"
"0702205027","02205027","langub","Argao","Cebu"
"0702205028","02205028","lapay","Argao","Cebu"
"0702205029","02205029","lengigon","Argao","Cebu"
"0702205030","02205030","linut od","Argao","Cebu"
"0702205031","02205031","mabasa","Argao","Cebu"
"0702205032","02205032","mandilikit","Argao","Cebu"
"0702205033","02205033","mompeller","Argao","Cebu"
"0702205034","02205034","panadtaran","Argao","Cebu"
"0702205035","02205035","poblacion","Argao","Cebu"
"0702205036","02205036","sua","Argao","Cebu"
"0702205037","02205037","sumaguan","Argao","Cebu"
"0702205038","02205038","tabayag","Argao","Cebu"
"0702205039","02205039","talaga","Argao","Cebu"
"0702205040","02205040","talaytay","Argao","Cebu"
"0702205041","02205041","talo ot","Argao","Cebu"
"0702205042","02205042","tiguib","Argao","Cebu"
"0702205043","02205043","tulang","Argao","Cebu"
"0702205044","02205044","tulic","Argao","Cebu"
"0702205045","02205045","ubaub","Argao","Cebu"
"0702205046","02205046","usmad","Argao","Cebu"
"0702206001","02206001","agbanga","Asturias","Cebu"
"0702206002","02206002","agtugop","Asturias","Cebu"
"0702206003","02206003","bago","Asturias","Cebu"
"0702206004","02206004","bairan","Asturias","Cebu"
"0702206005","02206005","banban","Asturias","Cebu"
"0702206006","02206006","baye","Asturias","Cebu"
"0702206007","02206007","bog o","Asturias","Cebu"
"0702206009","02206009","kaluangan","Asturias","Cebu"
"0702206010","02206010","lanao","Asturias","Cebu"
"0702206011","02206011","langub","Asturias","Cebu"
"0702206012","02206012","looc norte","Asturias","Cebu"
"0702206013","02206013","lunas","Asturias","Cebu"
"0702206014","02206014","magcalape","Asturias","Cebu"
"0702206015","02206015","manguiao","Asturias","Cebu"
"0702206016","02206016","new bago","Asturias","Cebu"
"0702206017","02206017","owak","Asturias","Cebu"
"0702206018","02206018","poblacion","Asturias","Cebu"
"0702206019","02206019","saksak","Asturias","Cebu"
"0702206020","02206020","san isidro","Asturias","Cebu"
"0702206021","02206021","san roque","Asturias","Cebu"
"0702206022","02206022","santa lucia","Asturias","Cebu"
"0702206023","02206023","santa rita","Asturias","Cebu"
"0702206024","02206024","tag amakan","Asturias","Cebu"
"0702206025","02206025","tagbubonga","Asturias","Cebu"
"0702206026","02206026","tubigagmanok","Asturias","Cebu"
"0702206027","02206027","tubod","Asturias","Cebu"
"0702206028","02206028","ubogon","Asturias","Cebu"
"0702207001","02207001","alawijao","Badian","Cebu"
"0702207002","02207002","balhaan","Badian","Cebu"
"0702207003","02207003","banhigan","Badian","Cebu"
"0702207004","02207004","basak","Badian","Cebu"
"0702207005","02207005","basiao","Badian","Cebu"
"0702207006","02207006","bato","Badian","Cebu"
"0702207007","02207007","bugas","Badian","Cebu"
"0702207008","02207008","calangcang","Badian","Cebu"
"0702207009","02207009","candiis","Badian","Cebu"
"0702207011","02207011","dagatan","Badian","Cebu"
"0702207012","02207012","dobdob","Badian","Cebu"
"0702207013","02207013","ginablan","Badian","Cebu"
"0702207014","02207014","lambug","Badian","Cebu"
"0702207015","02207015","malabago","Badian","Cebu"
"0702207016","02207016","malhiao","Badian","Cebu"
"0702207017","02207017","manduyong","Badian","Cebu"
"0702207018","02207018","matutinao","Badian","Cebu"
"0702207019","02207019","patong","Badian","Cebu"
"0702207020","02207020","poblacion","Badian","Cebu"
"0702207021","02207021","sanlagan","Badian","Cebu"
"0702207022","02207022","santicon","Badian","Cebu"
"0702207023","02207023","sohoton","Badian","Cebu"
"0702207024","02207024","sulsugan","Badian","Cebu"
"0702207025","02207025","talayong","Badian","Cebu"
"0702207026","02207026","taytay","Badian","Cebu"
"0702207027","02207027","tigbao","Badian","Cebu"
"0702207028","02207028","tiguib","Badian","Cebu"
"0702207029","02207029","tubod","Badian","Cebu"
"0702207030","02207030","zaragosa","Badian","Cebu"
"0702208001","02208001","abucayan","Balamban","Cebu"
"0702208002","02208002","aliwanay","Balamban","Cebu"
"0702208003","02208003","arpili","Balamban","Cebu"
"0702208004","02208004","bayong","Balamban","Cebu"
"0702208005","02208005","biasong","Balamban","Cebu"
"0702208006","02208006","buanoy","Balamban","Cebu"
"0702208007","02208007","cabagdalan","Balamban","Cebu"
"0702208008","02208008","cabasiangan","Balamban","Cebu"
"0702208009","02208009","cambuhawe","Balamban","Cebu"
"0702208010","02208010","cansomoroy","Balamban","Cebu"
"0702208011","02208011","cantibas","Balamban","Cebu"
"0702208012","02208012","cantuod","Balamban","Cebu"
"0702208013","02208013","duangan","Balamban","Cebu"
"0702208014","02208014","gaas","Balamban","Cebu"
"0702208015","02208015","ginatilan","Balamban","Cebu"
"0702208016","02208016","hingatmonan","Balamban","Cebu"
"0702208017","02208017","lamesa","Balamban","Cebu"
"0702208018","02208018","liki","Balamban","Cebu"
"0702208019","02208019","luca","Balamban","Cebu"
"0702208020","02208020","matun og","Balamban","Cebu"
"0702208021","02208021","nangka","Balamban","Cebu"
"0702208022","02208022","pondol","Balamban","Cebu"
"0702208023","02208023","prenza","Balamban","Cebu"
"0702208024","02208024","singsing","Balamban","Cebu"
"0702208025","02208025","sunog","Balamban","Cebu"
"0702208026","02208026","vito","Balamban","Cebu"
"0702208027","02208027","baliwagan","Balamban","Cebu"
"0702208028","02208028","santa cruz santo niño","Balamban","Cebu"
"0702209001","02209001","atop atop","Bantayan","Cebu"
"0702209002","02209002","baigad","Bantayan","Cebu"
"0702209003","02209003","baod","Bantayan","Cebu"
"0702209004","02209004","binaobao","Bantayan","Cebu"
"0702209005","02209005","botigues","Bantayan","Cebu"
"0702209006","02209006","kabac","Bantayan","Cebu"
"0702209007","02209007","doong","Bantayan","Cebu"
"0702209008","02209008","hilotongan","Bantayan","Cebu"
"0702209009","02209009","guiwanon","Bantayan","Cebu"
"0702209010","02209010","kabangbang","Bantayan","Cebu"
"0702209011","02209011","kampingganon","Bantayan","Cebu"
"0702209012","02209012","kangkaibe","Bantayan","Cebu"
"0702209013","02209013","lipayran","Bantayan","Cebu"
"0702209014","02209014","luyongbaybay","Bantayan","Cebu"
"0702209016","02209016","mojon","Bantayan","Cebu"
"0702209017","02209017","obo ob","Bantayan","Cebu"
"0702209018","02209018","patao","Bantayan","Cebu"
"0702209019","02209019","putian","Bantayan","Cebu"
"0702209020","02209020","sillon","Bantayan","Cebu"
